identifier,basis_of_record,occurrence_ID,other_identifier,MS_identifier,title,contributor,recordedBy,date,display_date,start_date,description,spatial,locality,location,decimalLatitude,decimalLongitude,repository,license,rights_holder,recordId,references,georeferencedBy,identifiedBy,type,format,visibility
VTEC000004878,PreservedSpecimen,Occurrence ID: 8ee28240-9139-4fbe-b946-5ba243430775,Occurrence ID: 8ee28240-9139-4fbe-b946-5ba243430775||Record ID: 8ee28240-9139-4fbe-b946-5ba243430775,573281,"Tylonotus bimaculatus (Haldeman, 1847)",Barry Lee Bressler (recorded by)||M. E. Hellier (georeferenced by)||G. Schiermeyer (identified by),Barry Lee Bressler (recorded by),2008-06-09,2008-06-09,2008/06/09,lifeStage: Adult||preparations: pinned specimen,"""Stafford, Virginia, United States""",Ferry Farm,38.293184 || -77.437484,38.293184,-77.437484,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,8ee28240-9139-4fbe-b946-5ba243430775,https://ecdysis.org/collections/individual/index.php?occid=1730464,M. E. Hellier (georeferenced by),G. Schiermeyer (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004881,PreservedSpecimen,Occurrence ID: 21becda9-1024-4d98-a4ad-3a6ad1e75d8f,Occurrence ID: 21becda9-1024-4d98-a4ad-3a6ad1e75d8f||Record ID: 21becda9-1024-4d98-a4ad-3a6ad1e75d8f,573282,"Megacyllene caryae (Gahan, 1908)",Fairservice (recorded by)||M. E. Hellier (georeferenced by),Fairservice (recorded by),1979-04-08,1979-04-08,1979/04/08,habitat: Yard||lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",Christiansburg,37.130399 || -80.396236,37.130399,-80.396236,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,21becda9-1024-4d98-a4ad-3a6ad1e75d8f,https://ecdysis.org/collections/individual/index.php?occid=1730467,M. E. Hellier (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004882,PreservedSpecimen,Occurrence ID: 58b1e821-b5ff-4b73-9da4-92867bb71e56,Occurrence ID: 58b1e821-b5ff-4b73-9da4-92867bb71e56||Record ID: 58b1e821-b5ff-4b73-9da4-92867bb71e56,573283,Clytus ruricola (Olivier),B. Kondratieff (recorded by)||M. E. Hellier (georeferenced by)||Robert H. Perry (identified by),B. Kondratieff (recorded by),1978-05-31,1978-05-31,1978/05/31,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""","Rt 621, off 46",37.302387 || -80.431235,37.302387,-80.431235,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,58b1e821-b5ff-4b73-9da4-92867bb71e56,https://ecdysis.org/collections/individual/index.php?occid=1730468,M. E. Hellier (georeferenced by),Robert H. Perry (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004884,PreservedSpecimen,Occurrence ID: e67042eb-6f37-4f2e-b313-7d8aab96b646,Occurrence ID: e67042eb-6f37-4f2e-b313-7d8aab96b646||Record ID: e67042eb-6f37-4f2e-b313-7d8aab96b646,573284,Neoclytus cordifer (Klug),J. A. Vayghan (recorded by)||M. E. Hellier (georeferenced by)||Robert H. Perry (identified by),J. A. Vayghan (recorded by),1981-12-31,1981-12-31,1981/12/31,lifeStage: Adult||preparations: pinned specimen,"""Monroe, Florida, United States""",Key Largo,25.102061 || -80.43183,25.102061,-80.43183,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,e67042eb-6f37-4f2e-b313-7d8aab96b646,https://ecdysis.org/collections/individual/index.php?occid=1730470,M. E. Hellier (georeferenced by),Robert H. Perry (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004885,PreservedSpecimen,Occurrence ID: 8cf408f8-8a33-4798-a476-d3521fddc1db,Occurrence ID: 8cf408f8-8a33-4798-a476-d3521fddc1db||Record ID: 8cf408f8-8a33-4798-a476-d3521fddc1db,573285,"Cyrtophorus verrucosus (Olivier, 1795)",Barry Lee Bressler (recorded by)||M. E. Hellier (georeferenced by)||G. Schiermeyer (identified by),Barry Lee Bressler (recorded by),1980-05-04,1980-05-04,1980/05/04,habitat: Dogwood||lifeStage: Adult||preparations: pinned specimen,"""Stafford, Virginia, United States""",,38.414949 || -77.451546,38.414949,-77.451546,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,8cf408f8-8a33-4798-a476-d3521fddc1db,https://ecdysis.org/collections/individual/index.php?occid=1730471,M. E. Hellier (georeferenced by),G. Schiermeyer (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004886,PreservedSpecimen,Occurrence ID: 44eabf3f-29a6-4f7f-b476-2999dfc9d6e9,Occurrence ID: 44eabf3f-29a6-4f7f-b476-2999dfc9d6e9||Record ID: 44eabf3f-29a6-4f7f-b476-2999dfc9d6e9,615236,"Euderces pini (Olivier, 1795)",Barry Lee Bressler (recorded by)||M. E. Hellier (georeferenced by)||G. Schiermeyer (identified by),Barry Lee Bressler (recorded by),1975-06-22,1975-06-22,1975/06/22,lifeStage: Adult||preparations: pinned specimen,"""Albemarle, Virginia, United States""",Charlottesville,38.035888 || -78.487868,38.035888,-78.487868,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,44eabf3f-29a6-4f7f-b476-2999dfc9d6e9,https://ecdysis.org/collections/individual/index.php?occid=1730472,M. E. Hellier (georeferenced by),G. Schiermeyer (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004887,PreservedSpecimen,Occurrence ID: 1ee5edc9-ad9a-49c2-880b-2790f35890ad,Occurrence ID: 1ee5edc9-ad9a-49c2-880b-2790f35890ad||Record ID: 1ee5edc9-ad9a-49c2-880b-2790f35890ad,615237,"Saperda tridentata (Olivier, 1795)",Barry Lee Bressler (recorded by)||M. E. Hellier (georeferenced by)||G. Schiermeyer (identified by),Barry Lee Bressler (recorded by),1981-05-26,1981-05-26,1981/05/26,lifeStage: Adult||preparations: pinned specimen,"""Stafford, Virginia, United States""",Ferry Farm,38.293184 || -77.437484,38.293184,-77.437484,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,1ee5edc9-ad9a-49c2-880b-2790f35890ad,https://ecdysis.org/collections/individual/index.php?occid=1730473,M. E. Hellier (georeferenced by),G. Schiermeyer (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004888,PreservedSpecimen,Occurrence ID: 531d1964-943f-4ac1-bec1-b12e00c5c485,Occurrence ID: 531d1964-943f-4ac1-bec1-b12e00c5c485||Record ID: 531d1964-943f-4ac1-bec1-b12e00c5c485,615238,Oberea ruficollis,S. W. Bullington (recorded by)||M. E. Hellier (georeferenced by),S. W. Bullington (recorded by),1975-07-27,1975-07-27,1975/07/27,habitat: blackberry bush||lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""","Brush Mtn. St., Rt. 624, 14-1 Meadowbrook Rd.",37.344344 || -80.255379,37.344344,-80.255379,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,531d1964-943f-4ac1-bec1-b12e00c5c485,https://ecdysis.org/collections/individual/index.php?occid=1730474,M. E. Hellier (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004889,PreservedSpecimen,Occurrence ID: 655ebebd-d9bc-4050-b626-bbd36cbf671c,Occurrence ID: 655ebebd-d9bc-4050-b626-bbd36cbf671c||Record ID: 655ebebd-d9bc-4050-b626-bbd36cbf671c,615240,"Tetraopes tetrophthalmus (Forster, 1771)",B. L. Bressler (recorded by)||M. E. Hellier (georeferenced by)||G. Schiermeyer (identified by),B. L. Bressler (recorded by),1976-07-03,1976-07-03,1976/07/03,lifeStage: Adult||preparations: pinned specimen,"""Sevier, Tennessee, United States""",Gatlinburg,35.721228 || -83.496774,35.721228,-83.496774,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,655ebebd-d9bc-4050-b626-bbd36cbf671c,https://ecdysis.org/collections/individual/index.php?occid=1730475,M. E. Hellier (georeferenced by),G. Schiermeyer (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004890,PreservedSpecimen,Occurrence ID: 8817e612-72d3-4c32-9a1f-026f8998abe2,Occurrence ID: 8817e612-72d3-4c32-9a1f-026f8998abe2||Record ID: 8817e612-72d3-4c32-9a1f-026f8998abe2,615241,Labidomera clivicollis,,,,,,lifeStage: Adult||preparations: pinned specimen,"""Illinois, United States""",,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,8817e612-72d3-4c32-9a1f-026f8998abe2,https://ecdysis.org/collections/individual/index.php?occid=1730476,,,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004891,PreservedSpecimen,Occurrence ID: 97e2d76a-cde1-4930-a48f-e1f593db36bb,Occurrence ID: 97e2d76a-cde1-4930-a48f-e1f593db36bb||Record ID: 97e2d76a-cde1-4930-a48f-e1f593db36bb,615242,"Libytheana carinenta (Cramer, 1777)",Covell (recorded by)||M. E. Hellier (georeferenced by)||C. V. Covell (identified by),Covell (recorded by),1960-06-22,1960-06-22,1960/06/22,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""","Prices Fork, Blacksburg",37.20985 || -80.490054,37.20985,-80.490054,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,97e2d76a-cde1-4930-a48f-e1f593db36bb,https://ecdysis.org/collections/individual/index.php?occid=1730477,M. E. Hellier (georeferenced by),C. V. Covell (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004892,PreservedSpecimen,Occurrence ID: 35759102-9c31-43f3-823d-052c1e5f1928,Occurrence ID: 35759102-9c31-43f3-823d-052c1e5f1928||Record ID: 35759102-9c31-43f3-823d-052c1e5f1928,615243,"Calephelis borealis (Grote & Robinson, 1866)",A. H. Showalter (recorded by)||M. E. Hellier (georeferenced by)||A. H. Showalter (identified by),A. H. Showalter (recorded by),1972-07-08,1972-07-08,1972/07/08,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",,37.1667 || -80.3833,37.1667,-80.3833,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,35759102-9c31-43f3-823d-052c1e5f1928,https://ecdysis.org/collections/individual/index.php?occid=1730478,M. E. Hellier (georeferenced by),A. H. Showalter (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004893,PreservedSpecimen,Occurrence ID: 84133623-b4f4-491b-ad20-19c6f8b721ae,Occurrence ID: 84133623-b4f4-491b-ad20-19c6f8b721ae||Record ID: 84133623-b4f4-491b-ad20-19c6f8b721ae,615244,"Poanes viator (Edwards, 1865)",G. B. Straley (recorded by)||M. E. Hellier (georeferenced by),G. B. Straley (recorded by),1969-12-21,1969-12-21,1969/12/21,lifeStage: Adult||preparations: pinned specimen,"""Currituck, North Carolina, United States""",Knotts Is.,36.523273 || -75.941519,36.523273,-75.941519,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,84133623-b4f4-491b-ad20-19c6f8b721ae,https://ecdysis.org/collections/individual/index.php?occid=1730479,M. E. Hellier (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004894,PreservedSpecimen,Occurrence ID: 6d47a859-77a5-4726-b772-f84cd758149c,Occurrence ID: 6d47a859-77a5-4726-b772-f84cd758149c||Record ID: 6d47a859-77a5-4726-b772-f84cd758149c,615245,"Anatrytone logan (Edwards, 1863)",C. V. Covell (recorded by)||M. E. Hellier (georeferenced by)||C. V. Covell Jr. (identified by),C. V. Covell (recorded by),1963-03-24,1963-03-24,1963/03/24,lifeStage: Adult||preparations: pinned specimen,"""Miami-Dade, Florida, United States""",Florida City,25.44789 || -80.479224,25.44789,-80.479224,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,6d47a859-77a5-4726-b772-f84cd758149c,https://ecdysis.org/collections/individual/index.php?occid=1730480,M. E. Hellier (georeferenced by),C. V. Covell Jr. (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004895,PreservedSpecimen,Occurrence ID: daef760b-fa0b-47f2-b707-869f60bd831f,Occurrence ID: daef760b-fa0b-47f2-b707-869f60bd831f||Record ID: daef760b-fa0b-47f2-b707-869f60bd831f,615246,"Amblyscirtes hegon (Scudder, 1864)",A. H. Showalter (recorded by)||M. E. Hellier (georeferenced by)||A. H. Showalter (identified by),A. H. Showalter (recorded by),1974-04-20,1974-04-20,1974/04/20,lifeStage: Adult||sex: Male||preparations: pinned specimen,"""Giles, Virginia, United States""",,37.313659 || -80.699585,37.313659,-80.699585,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,daef760b-fa0b-47f2-b707-869f60bd831f,https://ecdysis.org/collections/individual/index.php?occid=1730481,M. E. Hellier (georeferenced by),A. H. Showalter (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004896,PreservedSpecimen,Occurrence ID: f2b7f082-5310-4c7b-a5a1-80f60b858724,Occurrence ID: f2b7f082-5310-4c7b-a5a1-80f60b858724||Record ID: f2b7f082-5310-4c7b-a5a1-80f60b858724,615247,"Leptophobia caesia tenuicornis (Butler & Druce, 1872)",M. Kosztarab (recorded by)||M. E. Hellier (georeferenced by),M. Kosztarab (recorded by),1970-02-19,1970-02-19,1970/02/19,lifeStage: Adult||preparations: pinned specimen,"""Puntarenas, Costa Rica""","Las Cruces, near San Vito; 8.791289 -82.955711",8.784549 || -82.95851,8.784549,-82.95851,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,f2b7f082-5310-4c7b-a5a1-80f60b858724,https://ecdysis.org/collections/individual/index.php?occid=1730482,M. E. Hellier (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004897,PreservedSpecimen,Occurrence ID: 338e8424-3787-4bdf-8764-7abced2c6795,Occurrence ID: 338e8424-3787-4bdf-8764-7abced2c6795||Record ID: 338e8424-3787-4bdf-8764-7abced2c6795,615248,"Archonias brassolis approximata (Butler, 1873)",M. Kosztarab (recorded by)||M. E. Hellier (georeferenced by),M. Kosztarab (recorded by),1970-02-18,1970-02-18,1970/02/18,lifeStage: Adult||preparations: pinned specimen,"""Puntarenas, Costa Rica""","Las Cruces, near San Vito",8.783909 || -82.959058,8.783909,-82.959058,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,338e8424-3787-4bdf-8764-7abced2c6795,https://ecdysis.org/collections/individual/index.php?occid=1730483,M. E. Hellier (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004898,PreservedSpecimen,Occurrence ID: 1b13bda0-1133-4e28-a1a9-d25c04334a7a,Occurrence ID: 1b13bda0-1133-4e28-a1a9-d25c04334a7a||Record ID: 1b13bda0-1133-4e28-a1a9-d25c04334a7a,615249,"Colias eurytheme (Boisduval, 1852)",P. J. Sieburth (recorded by)||M. E. Hellier (georeferenced by),P. J. Sieburth (recorded by),1978-08-20,1978-08-20,1978/08/20,habitat: White clover||lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""","Linkous Elementary School, Blacksburg",37.236911 || -80.425015,37.236911,-80.425015,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,1b13bda0-1133-4e28-a1a9-d25c04334a7a,https://ecdysis.org/collections/individual/index.php?occid=1730484,M. E. Hellier (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
