identifier,title,description,language,creator,created,display_date,date,start_date,end_date,subject,type,medium,extent,spatial,collection,repository,rights,visibility
sfdst006040,Man and Woman Smiling in Front of House with Child,"Man and woman smiling, with the man's arms wrapped around the woman and a child standing in the background behind them, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006041,Woman Posing Near Water,"Woman squatting down near water and smiling at the camera, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006042,Man and Woman Smiling in Water,"Man and woman smiling near the water, with the man's arms wrapped around the woman, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006043,Men Working on Elevated Car,"Men working on an elevated car, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006044,Men Paving a Street,"Men paving a street, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006045,Woman Shaking Hands with a Fire Fighter,"Woman shaking hands with a fire fighter, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006046,Woman and Child in a Car,"Woman in driver's seat of a car with a child on the hood of the car, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006047,Man and Child in Car,"Man in driver's seat of a car with a child on the hood of the car, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006048,Man and Woman with a Camel,"Man and woman and a camel, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006049,Man and Woman Smiling in Front of House,"Man and woman smiling, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006050,Man Holding a Baby,"Man squatting down, holding a baby, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006051,Man and Woman with Horses,"Man and a woman with horses, with the man riding the one on the left and the woman standing next to one on the right, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006052,Clifton Forge VA New Fire Truck,"Clifton Forge VA new fire truck, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006053,Two Women Kissing,"Two women kissing on a bridge under a lamp post, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006054,Man Holding a Woman,"Man holding a woman in his arms while near the water, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006055,Man Playing a Trumpet for a Woman,"Man playing a trumpet for a sitting woman in a riverbed, undated",en,,1920/08,1920-08,1920-08,1920-08,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006056,Horsedrawn Carriage,"Man driving a horsedrawn carriage through a town street, September 9, 1937, undated",en,,1937/09/09,1937-09-09,1937-09-09,1937-09-09,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006057,Two Men in Front of Old Fashioned Fire Truck,"Two men standing in front of some fire truck, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006058,"Children in Fire Fighter Costumes, December 1976","Children in fire fighter costumes, December 1976",en,,1976/12,1976-12,1976-12,1976-12,,Fire departments|| Virginia,Still Image,photographs,10 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006059,Film Negative Strips of Various Photographs,"Film negative strips of various photographs, the first set having some crew working with cans, the second of fire fighters on the scene were the cans were found and laying out equipment, and the third set of a group of fire fighters next to construction equipment and their fire truck, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,6 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006060,Photographs and Film Negatives of Fire Damage,"Photographs and film negatives of fire damage after a fire in a warehouse, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,48 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006061,"Conehurst Blvd Arson Fire Damage, 1995","Conehurst Blvd arson fire damage and film negatives, c. 1995",en,,1995,1995,1995,1995,,Fire departments|| Virginia,Still Image,photographs,41 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006062,A Building on Fire,"Black and white photograph of building on fire, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006063,"Flooded River and Fire Damage, October, 2004","Photographs of flooded river and fire damage. Flooded river photos are dated to October 2004, fire damage photos are undated.",en,,2004/10,2004-10,2004-10,2004-10,,Fire departments|| Virginia,Still Image,photographs,50 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006064,"Salem Fire Department, June 3rd, 2002","Salem Fire Department photograph, Open house 2002 for the 150th anniversary, with two men, Tom Rosenberry and someone only referred to as Pat, out in front of the sign for the building, June 3, 2002, the only woman in the set of photographs is Brenda Starky, one of the first women to join the department.",en,,2002/06/03,2002-06-03,2002-06-03,2002-06-03,,Fire departments|| Virginia,Still Image,photographs,5 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006065,"Children at Salem Fire Department, June 4th, 2002","Children at Salem Fire Department, June 4, 2002, Community outreach day for pre-school children at the Honeytree Early Learning Center.",en,,2002/06/04,2002-06-04,2002-06-04,2002-06-04,,Fire departments|| Virginia,Still Image,photographs,12 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006066,Tootie for Jake Kelly,"""Tootie for Jake Kelly"" photograph, stored inside an envelope, showing a photo of a man laying on the ground with a baby, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006067,Men on a Ladder,"Men on a ladder being supported by two men holding poles up against the ladder, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006068,Derailed Train,"Derailed train, showing a group of men inspecting the wreckage of the train, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006069,Fire Fighters at a Fire,"Fire fighters at a fire using hoses, spraying at the building, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006070,Drummers Marching in a Parade,"Parade photograph showing a group of drummers, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006071,Men with Machinery,"Men with machinery being used to move stones, with a plaque on the machine that reads ""Jaeger Mixer"", undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006072,"Man with a Red Chevrolet, January 28th, 1956","Man with a red Chevrolet, Jan 28, 1956",en,,1956/01/28,1956-01-28,1956-01-28,1956-01-28,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006073,Car in a Ravine,"Car in a ravine with tubing going into the water underneath the car, as well as men standing around the car in the second photograph, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006074,View of a Wide Street,"Photograph of a streetview of a town, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006075,Man with a Chevrolet,"Man with a hat posing with a Chevrolet, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006076,King Cola Viewing Building,"King Cola viewing building, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006077,Man Standing in Nash Trucks Pickup,"Man standing in Nash Trucks pickup with King Cola signs around it, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006078,Man Standing on a Bridge,"Man standing on a bridge, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006079,Service Station,"Blurry photograph of a service station, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006080,Headshot of a Man,"Headshot photograph of a man, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006081,Man Smoking a Pipe,"Man smoking a pipe outdoors on the side of a road, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006082,Man Smoking on a Bench,"Man smoking on a bench, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006083,Man Talking on a Bel-Air Car Phone,"Man talking on a Bel-Air car phone, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006084,Three Men With Supply Packs,"Three men with supply packs, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006085,Man on a Motorcycle,"Man on a motorcycle next to a hose cart, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006086,Peeling Paint,"Peeling paint on the side of a building, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006087,Band Members in a Park,"Band members in a park, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006088,Man Standing Outside a Bus,"Man standing outside of a bus, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006089,Three Men Standing by Water,"Three men standing by water, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006090,Woman in a Bathing Suit,"Woman in a bathing suit laying on a towel outside, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006091,People Sitting on a Fire Truck,"People sitting on a fire truck, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006092,Inside of a Diner,"Photograph of the inside of a diner, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006093,"Group Sitting Outside a Small Building, December 7th, 1941","Group photo of a man and three women outside of a home, with a cutout of a woman from another photograph attached with the photograph after it was taken, dated for December 7, 1941",en,,1941/12/07,1941-12-07,1941-12-07,1941-12-07,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006094,Group Outside a Fire Station,"Group photo taken in front of a set of doors, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006095,Little Girl in Front of Bushes,"Little girl standing in front of the bushes of a house, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006096,"Little Girl on a Merry-Go-Round, July, 1935","Little girl on a merry-go-round, dated for July 1935",en,,1935/07,1935-07,1935-07,1935-07,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006097,"Lt. Vincent E. Eanes, October 26th, 1972","Two photographs taped together at the back, the top photograph shows a group of men on the Salem Fire Department Ladder Truck Two, and the bottom photograph is of Lt. Vincent E. Eanes posing with the instruments on the side of the same fire truck, both photographs dated for October 26, 1972",en,,1972/10/26,1972-10-26,1972-10-26,1972-10-26,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006098,La France American Foamite Fire Truck,"Photograph of a La France American Foamite Fire truck, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006099,Fire Department Mountaineers Truck,"Fire Department Mountaineers truck parked in a parking lot next to a Salem Fire Department car labeled Fire Department Car Three, which has a trailer hooked up to the back of it, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,3 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006100,Fire Fighters at a Simulated Burn Building,Fire fighters at a fire that is part of a training exercise in a burn simulation building.,en,,,,,,,Fire departments|| Virginia,Still Image,photographs,10 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006101,Salem Fire Department Excavating in a Neighborhood,"Roll of color photographs, some photographs show blackened dirt near a residential area, some showing fire fighters near a barrel or drum and some boxes and bottles, some show the fire fighters near construction equipment, some with an accident on the road, some near a construction mishap which burst a container of liquid, and some show the fire fighters near their fire engine trucks, all of the photos are undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,35 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006102,Salem Fire Department Roll of Photographs,"Roll of color photographs, some photographs show blackened dirt near a residential area, some show a burned out car in a residential area and the damage it caused to a home it was parked beside, some show the damage to an archery building, some show a group of dumpsters and some boxes full of metal containers that were placed on to a tarp next to it, one photograph shows a group of men smiling, some show a rolled over truck being placed back upright, and some show the flooding of a street, all of the photos are undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,39 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006103,Salem Fire Department Fire Truck Engine 00 Indoors,"Salem Fire Department Fire Truck photos, one with a man in front of it and another from the back right side of the truck, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006104,News Crew in a Parking Lot,"News crew in a parking lot near a car wash, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006105,Semi Truck on Roadside,"Semi on the roadside with part of its contents set out on the roadside in a containment area, designated by the sign with the arrow, with a pair of fire fighters, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006106,"Sinkhole, November 27th, 1993","Photographs of sinkhole with two men and a boy next to it, taken on November 27, 1993",en,,1993/11/27,1993-11-27,1993-11-27,1993-11-27,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006107,Men Running on a Track,"Men running on a track, one photo on the back says ""Nothing has changed!"", undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,3 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006108,Fire Fighter Rescue Tactics,"Fire fighters rescue tactics, showing how fire fighters help save people in a fire, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,3 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006109,Roanoke City and County Rescue Squad,Roanoke City and County Rescue Squad conducting excavation operations,en,,,,,,,Fire departments|| Virginia,Still Image,photographs,12 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006110,New Century Delivery and Distribution Inc. Fire Damage,"Fire damage photographs of an office building and a family home, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,22 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006111,Fire Fighters on a Couch,"Three fire fighters on a couch with two holding the middle fire fighter's legs open, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006112,State Police Explosives Disposal Team,"State Police Explosives Disposal Team disposing of explosives in a proper manner in a dirt field, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,11 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006113,Road Paving Next to Railroad,"Road paving process using a mixer with a tool for paving, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,6 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006114,Derailed Train,"Derailed train with people gathered around inspecting the aftermath, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,4 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006115,Flooded Streets,"Flooded streets with cars driving through them and some people walking across them, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,12 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006116,Salem Fire Department Fire Truck Pulling Onto Road,"Salem Fire Department Fire Truck pulling out into the street, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,6 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006117,Man with Children and Puppy,"Man with children and a puppy in the yard outside of a house, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006118,Men Riding Elephants,"Men riding elephants with signs along the sides of them, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006119,Man Sledding with a Child,"Man sledding with a child in a residential area, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006120,"Man, Woman, and Child with Camel","Man, woman, child, with a camel, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006121,"Man, Woman, and Child","Man, woman, and child, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006122,Lewis and Effie,"Photograph of a man and a woman, with ""Lewis and Effie"" written on the back, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006123,Man and Two Women,"Man and two women on a couch outdoors, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006124,Woman Playing Trumpet,"Woman in a uniform playing trumpet, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006125,Woman Embracing Man Wearing Dress,"Woman in a uniform embracing a man wearing a dress, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006126,Carriage Detail,"Ornamental detailing of a carriage, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
