basis_of_record,other_identifier,identifier,title,contributor,date,display_date,start_date,description,spatial,locality,decimalLatitude,decimalLongitude,Locality,Repository,license,rights_holder,recordId,references,visibility,type,format
PreservedSpecimen,Occurrence ID: e1c933f3-e8e1-4b37-ac57-1357e7734b10,VTEC000007436,"Phyciodes tharos ((Drury, 1773))",P. J. Sieburth (recorded by),1978-08-20,1978-08-20,1978/08/20,habitat: White Clover||lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States","Linkous El. School, Blacksburg; 37.237203 -80.425144; 37.237203 -80.425144",37.237203,-80.425144,37.237203||-80.425144,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:e1c933f3-e8e1-4b37-ac57-1357e7734b10,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57349816,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 7c818d76-d875-4394-8a3e-176dee1d04eb,VTEC000007437,"Phyciodes tharos ((Drury, 1773))",P. J. Sieburth (recorded by),1978-09-03,1978-09-03,1978/09/03,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Chicory Progress St. Blacksburg; 37.240492 -80.422247,37.240492,-80.422247,37.240492||-80.422247,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:7c818d76-d875-4394-8a3e-176dee1d04eb,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57349827,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: cfc6f154-7b0f-4f1f-9683-34f0d6bbecef,VTEC000007438,"Phyciodes tharos ((Drury, 1773))",P. J. Sieburth (recorded by),1978-09-04,1978-09-04,1978/09/04,habitat: Soil||lifeStage: Adult||preparations: pinned specimen,"Giles, Virginia, United States",Newport Park; 37.303411 -80.485033,37.303411,-80.485033,37.303411||-80.485033,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:cfc6f154-7b0f-4f1f-9683-34f0d6bbecef,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57349839,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 4e530265-e8b4-48d6-9ae2-de08c12e90ee,VTEC000007439,"Phyciodes tharos ((Drury, 1773))",P. J. Sieburth (recorded by),1978-07-09,1978-07-09,1978/07/09,habitat: sumac flower||lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States","Hickory Hill, Brush Mtn; 37.231335 -80.34727",37.231335,-80.34727,37.231335||-80.34727,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:4e530265-e8b4-48d6-9ae2-de08c12e90ee,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57349851,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: d3495934-63f2-4c29-8bbc-eccc1c254fc0,VTEC000007440,"Phyciodes tharos ((Drury, 1773))",I. Leeuw (recorded by),1977-07-09,1977-07-09,1977/07/09,lifeStage: Adult||preparations: pinned specimen,"Kane, Illinois, United States",Elgin,42.035408,-88.282567,42.035408||-88.282567,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:d3495934-63f2-4c29-8bbc-eccc1c254fc0,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57349868,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: b3eacddc-55ef-425e-8b79-5d4041b33a5d,VTEC000007441,"Phyciodes tharos ((Drury, 1773))",,1939-05-07,1939-05-07,1939/05/07,lifeStage: Adult||preparations: pinned specimen,,0,0.0,0.0,0||0,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:b3eacddc-55ef-425e-8b79-5d4041b33a5d,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57349887,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: f1d017c7-2d88-4f80-ac7e-e42c311eb654,VTEC000007442,"Phyciodes tharos ((Drury, 1773))",I. Jakielski (recorded by),1976-03-08,1976-03-08,1976/03/08,lifeStage: Adult||preparations: pinned specimen,"Sarasota, Florida, United States",0,27.336435,-82.530653,27.336435||-82.530653,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:f1d017c7-2d88-4f80-ac7e-e42c311eb654,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57349889,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 0f07af39-7d50-4e1d-9d11-5e4383520a82,VTEC000007443,"Phyciodes tharos ((Drury, 1773))",A. Beck (recorded by),1976-03-10,1976-03-10,1976/03/10,lifeStage: Adult||preparations: pinned specimen,"Palm Beach, Florida, United States",South Bay Rt. 27 (Days Inn); 26.663956 -80.71617,26.663956,-80.71617,26.663956||-80.71617,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:0f07af39-7d50-4e1d-9d11-5e4383520a82,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57349891,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 010f9310-efce-4350-816c-71a65a09cb28,VTEC000007444,"Phyciodes tharos ((Drury, 1773))",A. Beck (recorded by),1976-03-05,1976-03-05,1976/03/05,lifeStage: Adult||preparations: pinned specimen,"Sarasota, Florida, United States",Rt 41 2 mi N of Sarasota,27.409107,-82.567645,27.409107||-82.567645,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:010f9310-efce-4350-816c-71a65a09cb28,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57349896,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 029db871-8549-4a10-a414-ac7a126868f6,VTEC000007445,"Phyciodes tharos ((Drury, 1773))",A. Beck (recorded by),1976-03-06,1976-03-06,1976/03/06,lifeStage: Adult||preparations: pinned specimen,"Sarasota, Florida, United States",0,27.336435,-82.530653,27.336435||-82.530653,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:029db871-8549-4a10-a414-ac7a126868f6,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57349901,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: c5fd6321-3626-41a8-9a48-0c139bfc4d26,VTEC000007446,"Phyciodes tharos ((Drury, 1773))",A. Beck (recorded by),1976-03-06,1976-03-06,1976/03/06,lifeStage: Adult||preparations: pinned specimen,"Sarasota, Florida, United States",0,27.336435,-82.530653,27.336435||-82.530653,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:c5fd6321-3626-41a8-9a48-0c139bfc4d26,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57349902,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 8b485b64-3fbc-41c4-8566-4eb2d512ce64,VTEC000007447,"Phyciodes tharos ((Drury, 1773))",,1940-05-26,1940-05-26,1940/05/26,lifeStage: Adult||preparations: pinned specimen,"Hampshire, West Virginia, United States",Ice Mountian,39.367486,-78.444641,39.367486||-78.444641,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:8b485b64-3fbc-41c4-8566-4eb2d512ce64,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57349909,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 399d7682-a370-4890-91e9-28af664e1b09,VTEC000007448,"Phyciodes tharos ((Drury, 1773))",Jan Fullen (recorded by),1962-07-22,1962-07-22,1962/07/22,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Blacksburg,37.229573,-80.413939,37.229573||-80.413939,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:399d7682-a370-4890-91e9-28af664e1b09,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57350053,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 28b6cd97-339e-4bb3-8eb0-7cb555dab571,VTEC000007449,"Phyciodes tharos ((Drury, 1773))",Jan Fullen (recorded by),1957-05-28,1957-05-28,1957/05/28,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Radford,37.131792,-80.576448,37.131792||-80.576448,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:28b6cd97-339e-4bb3-8eb0-7cb555dab571,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57350056,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: abae1681-bfea-4632-885f-ef5212b53c09,VTEC000007450,"Phyciodes campestris ((Behr, 1863))",,1960-06-12,1960-06-12,1960/06/12,lifeStage: Adult||preparations: pinned specimen,"Plumas, California, United States",0,39.9833,-120.8667,39.9833||-120.8667,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:abae1681-bfea-4632-885f-ef5212b53c09,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57350060,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: d390a0dc-4f98-441d-9d5d-2d669addb9eb,VTEC000007451,"Phyciodes campestris camillus ((Hy. Edwards, 1871))",Don Eff (recorded by),1960-06-25,1960-06-25,1960/06/25,lifeStage: Adult||preparations: pinned specimen,"Gilpin, Colorado, United States",So. of Central City,39.770755,-105.514893,39.770755||-105.514893,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:d390a0dc-4f98-441d-9d5d-2d669addb9eb,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57350069,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 3a25f0e8-9d6f-4a2f-9518-6c6035727cc0,VTEC000007452,"Phyciodes campestris camillus ((Hy. Edwards, 1871))",,1961-08-17,1961-08-17,1961/08/17,lifeStage: Adult||sex: Female||preparations: pinned specimen,"Boulder, Colorado, United States",Rocky Flats,39.905924,-105.187414,39.905924||-105.187414,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:3a25f0e8-9d6f-4a2f-9518-6c6035727cc0,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57350072,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 66cbf0b5-9e82-4083-9507-56fa7c396842,VTEC000007453,"Phyciodes mylitta ((W. H. Edwards, 1861))",J. W. Tilden (recorded by),1960-06-28,1960-06-28,1960/06/28,lifeStage: Adult||preparations: pinned specimen,"Sierra, California, United States",Yuba Pass,39.617402,-120.489934,39.617402||-120.489934,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:66cbf0b5-9e82-4083-9507-56fa7c396842,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57350076,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 919179d8-0969-4b5e-ab64-7b6ca716ba22,VTEC000007454,"Phyciodes mylitta ((W. H. Edwards, 1861))",J. W. Tilder (recorded by),1960-06-28,1960-06-28,1960/06/28,lifeStage: Adult||preparations: pinned specimen,"Sierra, California, United States",Yuba Pass,39.617402,-120.489934,39.617402||-120.489934,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:919179d8-0969-4b5e-ab64-7b6ca716ba22,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57350085,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 3b9fde42-8dca-4064-9de4-ca63e0be8aa6,VTEC000007455,"Phyciodes mylitta ((W. H. Edwards, 1861))",,1952-08-14,1952-08-14,1952/08/14,lifeStage: Adult||preparations: pinned specimen,"Contra Costa, California, United States",Pleasant Hill,37.947979,-122.060796,37.947979||-122.060796,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:3b9fde42-8dca-4064-9de4-ca63e0be8aa6,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57350093,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: fa8fae4b-87cc-48a1-acac-ad3125d7dad2,VTEC000007456,"Chlosyne (Butler, 1870)",D. G. Midgarden (recorded by),1990-05-18,1990-05-18,1990/05/18,habitat: Found in woods/ vegetation||lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Pandapas Pond,37.281354,-80.467988,37.281354||-80.467988,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:fa8fae4b-87cc-48a1-acac-ad3125d7dad2,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57350114,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: ef628a0b-0ac2-4834-acb3-7f962f477756,VTEC000007457,"Phyciodes (Hübner, 1819)",D. G. Midgarden (recorded by),1990-07,1990-07,1990/07,habitat: Found in field on flowers||lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Blacksburg,37.229573,-80.413939,37.229573||-80.413939,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:ef628a0b-0ac2-4834-acb3-7f962f477756,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57350125,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 8127993d-75bf-499d-98ba-5f521c820f82,VTEC000007458,"Chlosyne nycteis ((E. Doubleday, 1847))",B. Kondratieff (recorded by),1975-09-01,1975-09-01,1975/09/01,lifeStage: Adult||preparations: pinned specimen,"Greene, Tennessee, United States",0,36.174079,-82.847412,36.174079||-82.847412,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:8127993d-75bf-499d-98ba-5f521c820f82,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57350136,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 1107054e-923b-4d47-afee-0fed432958ea,VTEC000007459,"Chlosyne nycteis ((E. Doubleday, 1847))",,1952-07-26,1952-07-26,1952/07/26,lifeStage: Adult||preparations: pinned specimen,"Forsyth, North Carolina, United States",Vade Mecum,36.418749,-80.30672,36.418749||-80.30672,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:1107054e-923b-4d47-afee-0fed432958ea,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57350150,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: a164cc29-a7c4-47e4-95b8-4a53b84fa148,VTEC000007460,"Chlosyne nycteis ((E. Doubleday, 1847))",B. Kondratieff (recorded by),1973-07-30,1973-07-30,1973/07/30,lifeStage: Adult||preparations: pinned specimen,"Greene, Tennessee, United States",0,36.174079,-82.847412,36.174079||-82.847412,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:a164cc29-a7c4-47e4-95b8-4a53b84fa148,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57350155,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: d12b98b2-ee4f-43f7-b535-4bf69e9b801c,VTEC000007461,"Chlosyne nycteis ((E. Doubleday, 1847))",J. R. Heitzman (recorded by),1957-06-08,1957-06-08,1957/06/08,lifeStage: Adult||preparations: pinned specimen,"Johnson, Kansas, United States",Prairie Village,38.991673,-94.633568,38.991673||-94.633568,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:d12b98b2-ee4f-43f7-b535-4bf69e9b801c,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57350162,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 4200213e-1e6c-470c-98a0-7cb9c52101e5,VTEC000007462,"Chlosyne nycteis ((E. Doubleday, 1847))",C. V. Covell (recorded by),1962-05-22,1962-05-22,1962/05/22,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Blacksburg,37.229573,-80.413939,37.229573||-80.413939,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:4200213e-1e6c-470c-98a0-7cb9c52101e5,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57350170,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: ac42497c-146a-42a4-b972-0cf4555beb5d,VTEC000007463,"Chlosyne (Butler, 1870)",C. V. Covell (recorded by),1960-08-07,1960-08-07,1960/08/07,lifeStage: Adult||preparations: pinned specimen,"Anderson, Kentucky, United States",Fox Creek,37.985048,-84.970063,37.985048||-84.970063,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:ac42497c-146a-42a4-b972-0cf4555beb5d,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57350176,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 64cc23ea-2537-4378-a0e7-d349671b9dbc,VTEC000007464,"Chlosyne nycteis ((E. Doubleday, 1847))",F. R. Bodnar (recorded by),1977-06-18,1977-06-18,1977/06/18,lifeStage: Adult||sex: Female||preparations: pinned specimen,"Indiana, Pennsylvania, United States",0,40.645648,-79.084664,40.645648||-79.084664,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:64cc23ea-2537-4378-a0e7-d349671b9dbc,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57350261,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 8dcabf97-bf37-4ac6-a3e2-4ef9e6c711ec,VTEC000007465,"Chlosyne nycteis ((E. Doubleday, 1847))",,1948-06-10,1948-06-10,1948/06/10,lifeStage: Adult||preparations: pinned specimen,"Greenwood, Kansas, United States",Eureka,37.823917,-96.28917,37.823917||-96.28917,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:8dcabf97-bf37-4ac6-a3e2-4ef9e6c711ec,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57350262,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: bc839390-c3cc-458e-bc55-cdbf0cbc198f,VTEC000007466,"Chlosyne nycteis ((E. Doubleday, 1847))",,1948-06-10,1948-06-10,1948/06/10,lifeStage: Adult||preparations: pinned specimen,"Greenwood, Kansas, United States",Eureka,37.823917,-96.28917,37.823917||-96.28917,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:bc839390-c3cc-458e-bc55-cdbf0cbc198f,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57350263,True,still image,image/tiff
